comment,polarity,sentiment,emotion,comment_category
million view crazy,-0.34,negative,surprise,critical or negative feedback
know cry watching heavy documentary watch😢😢,-0.8519,negative,sadness,critical or negative feedback
painful losing young generation kenya,-0.6705,negative,sadness,critical or negative feedback
aki god hear cry child,-0.25,negative,surprise,critical or negative feedback
actual tear hard watch.😢,-0.5423,negative,neutral,critical or negative feedback
wa b day sad others injured killed,-0.8834,negative,sadness,critical or negative feedback
rest peace kenya struggle failed may soul lost life black rest peace hell damnation shall tread culprit,-0.8442,negative,sadness,critical or negative feedback
america stand right receive justice,0.5267,positive,neutral,supportive or appreciative
bbc thank ruto pay one day one time table turn 😢😢😢😢,-0.8834,negative,neutral,supportive or appreciative
thank bbc thank everyone across world one,0.6124,positive,joy,supportive or appreciative
bad leader mr president sacrifice life youth land killed growing would lived become president,-0.8074,negative,sadness,critical or negative feedback
enemy put division easy way steal africa unite ❤,0.1027,positive,anger,supportive or appreciative
documentary ha got emotional,0.4588,positive,sadness,supportive or appreciative
young person watching bbc documentary blood parliament day wa uploaded wa heartbreaking empowering wa painful see peaceful met brutal force especially knowing fighting better future time felt proud boldly creatively young people came together using social medium voice demand justice reminded power even face violence truth silenced painful though 💔💔💔,0.4914,positive,sadness,supportive or appreciative
storming capital,0.0,neutral,neutral,critical or negative feedback
babu faith adhiambo lsk,0.4215,positive,neutral,supportive or appreciative
cant watch whole video heartbroken😢😢😢😢😢😢😢😢😢😢,-0.9875,negative,sadness,critical or negative feedback
cameroon stand kenyans.😭😭😭😭,-0.9081,negative,neutral,critical or negative feedback
sad omg😢,-0.7351,negative,surprise,critical or negative feedback
caribbean force caribbean,0.0,neutral,neutral,supportive or appreciative
brave one day people nigeria take back nigeria feel motivated young people kenya 🇰🇪,0.7506,positive,joy,supportive or appreciative
america tip hat,0.0,neutral,neutral,supportive or appreciative
look bbc elaborate protest justice protest country,0.1027,positive,surprise,critical or negative feedback
pain anger suffering murder as😢,-0.9578,negative,anger,critical or negative feedback
else watching view 😊,0.7184,positive,neutral,supportive or appreciative
watching uganda contemplating seriously moving kenya good it😊,0.802,positive,joy,supportive or appreciative
blood genzs still rutos hand cry never get tired ruto approoted kenyan leadership,0.3624,positive,sadness,supportive or appreciative
believe order change occur also change also remember change slow poisson elected ruto consequence election need let emotion dictate vote coming election need strategic choosing next leader forgive forget keep meticulous account transgression refer time come patience key emotional detachment whip end game listen listen well kenyan say world deal emotional currency control via emotion want feel type way becomes easier control elect new leader via emotion elect new leader three time worse ruto ever wa could simply blinded hate anger pure rage detach emotion see entire playing field see entire game elect leader merit seat also remember control seat power behind power ruto puppet puppet master operate shadow question ruto really problem symptom malignant tumour country call kenya really make law push agenda one need root source problem country,-0.8622,negative,anger,informative or analytical
downloaded clip,0.0,neutral,neutral,supportive or appreciative
call investigation,0.0,neutral,neutral,question or inquiry
kenya never forget mistake mr president,0.4023,positive,sadness,critical or negative feedback
like everywhere world working middle class suffer,-0.25,negative,sadness,critical or negative feedback
taken time watch never forget hero god avenge,-0.4717,negative,anger,supportive or appreciative
following,0.0,neutral,neutral,supportive or appreciative
mozambique stand brother 💪,0.0,neutral,neutral,supportive or appreciative
wherever country control western imperialist poor exploitation,-0.4767,negative,anger,critical or negative feedback
fellow kenyan make video viral make sure share fellow brother sister ca let go must finish started better government better future lost hero shall keep fighting better kenya thanks bbc,0.9313,positive,joy,supportive or appreciative
called peace war ended leader smiled hand shaken deal signed sold peace paper died never got read,0.7096,positive,fear,supportive or appreciative
australia stand think young generation might good momentum african based solution,0.6369,positive,neutral,supportive or appreciative
documentary like need enlightenment always missed due lack may bbc keep fire burning produce congratulation bbc victor kenya ke thanks well wishers corner world,0.6705,positive,sadness,supportive or appreciative
never got know happened news sweden 😮😮😮,0.0,neutral,neutral,critical or negative feedback
purpose protest wa force way parliament could possible logic defined peaceful protest protester effectively different trump rioter tried force way u congressional building order stop certification president biden president case attempt wa stop certification finance bill exactly situation video footage show protester indeed turn violence towards police tragedy happened absolutely possible way define protester trying anything close peaceful peaceful protest one simply defined large group people walking street communicating frustration objective force way parliament building definition violent protest,-0.9246,negative,anger,informative or analytical
shall matter,0.0258,neutral,neutral,supportive or appreciative
leader soo greedy helping anyone hoarding money,-0.0258,neutral,anger,critical or negative feedback
cameroon stand kenyan 😢,-0.4767,negative,neutral,critical or negative feedback
killing called u terrorist 😢may god avenge u,-0.9022,negative,anger,critical or negative feedback
wa meant time keep great work respected needed❤,0.9081,positive,joy,supportive or appreciative
well made documentary dark day,0.2732,positive,sadness,critical or negative feedback
kenya stand kenya🎉,0.4019,positive,neutral,supportive or appreciative
somebody must pay,-0.1027,negative,neutral,critical or negative feedback
guy let vote right literally cry watching 😢😢😢,-0.9081,negative,neutral,critical or negative feedback
shall forget,-0.2263,negative,neutral,critical or negative feedback
ruto must go wantam,0.0,neutral,anger,critical or negative feedback
🇰🇪good investigative documentary bbc using camera technology maximum,0.0,neutral,neutral,supportive or appreciative
wow ❤,0.8402,positive,surprise,supportive or appreciative
south africa stand kenya😢😢,-0.7351,negative,neutral,critical or negative feedback
really man l beveled,0.507,positive,surprise,supportive or appreciative
support kenyan ppl somalia,0.4019,positive,neutral,supportive or appreciative
